Line Item Id,Partner Name,Partner Id,Advertiser Name,Io Name,Line Item Name,Line Item Timestamp,Line Item Status,Io Start Date,Io End Date,Io Budget Type,Io Budget Amount,Io Pacing,Io Pacing Rate,Io Pacing Amount,Line Item Start Date,Line Item End Date,Line Item Budget Type,Line Item Budget Amount,Line Item Pacing,Line Item Pacing Rate,Line Item Pacing Amount,Line Item Frequency Enabled,Line Item Frequency Exposures,Line Item Frequency Period,Line Item Frequency Amount,Bid Price,Partner Revenue Model,Partner Revenue Amount,Current Audience Targeting Ids,Current Audience Targeting Names
9693732,AdFederal India,610940,TEST Campaign,TESTING,test,2016-12-16T21:51:05.504000,Active,07/31/2015 00:00,07/31/2015 23:59,Amount,100,Daily,Even,10,12/17/2016 00:00,12/19/2016 23:59,Amount,10,Flight,ASAP,0,False,0,Minutes,0,1,TMCM,0,,
